index,date,title,production budget,domestric budget,worldwide gross
997,"Aug 12, 2016",Hell or High Water,"$12,000,000","$27,007,844","$37,566,117"
998,"Aug 18, 2016",Kubo and the Two Strings,"$55,000,000","$48,023,088","$77,548,122"
999,"Aug 19, 2016",War Dogs,"$50,000,000","$43,034,523","$86,234,503"
1000,"Aug 19, 2016",Bodom,"$1,250,000",$0,"$726,460"
1001,"Aug 25, 2016",Mechanic: Resurrection,"$40,000,000","$21,218,403","$125,729,635"
1002,"Aug 25, 2016",Don’t Breathe,"$10,000,000","$89,217,875","$158,906,350"
1003,"Aug 25, 2016",The Age of Shadows (밀정),"$8,600,000","$540,268","$54,500,169"
1004,"Aug 26, 2016",Collide,"$29,200,000","$2,280,004","$5,466,698"
1005,"Aug 26, 2016",Hands of Stone,"$20,000,000","$4,712,792","$5,031,975"
1006,"Aug 26, 2016",Greater,"$9,000,000","$2,000,093","$2,000,093"
1007,"Sep 2, 2016",The Light Between Oceans,"$20,000,000","$12,545,979","$22,281,732"
1008,"Sep 2, 2016",Dofus - Livre 1: Julith,"$8,800,000",$0,"$624,747"
1009,"Sep 2, 2016",Morgan,"$8,000,000","$3,915,251","$7,298,786"
1010,"Sep 2, 2016",Antibirth,"$2,500,000",$0,$0
1011,"Sep 6, 2016",Bridget Jones’s Baby,"$35,000,000","$24,139,805","$207,298,383"
1012,"Sep 8, 2016",Sully,"$60,000,000","$125,070,033","$238,524,556"
1013,"Sep 8, 2016",When the Bough Breaks,"$10,000,000","$29,747,603","$30,768,449"
1014,"Sep 9, 2016",The Disappointments Room,"$15,000,000","$2,423,467","$3,503,761"
1015,"Sep 9, 2016",Kicks,"$10,000,000","$150,191","$150,191"
1016,"Sep 12, 2016",The Magnificent Seven,"$90,000,000","$93,432,655","$162,122,642"
1017,"Sep 15, 2016",Blair Witch,"$10,000,000","$20,777,061","$38,985,577"
1018,"Sep 16, 2016",Hillsong: Let Hope Rise,"$10,000,000","$2,394,725","$2,678,525"
1019,"Sep 16, 2016",Mr. Church,"$8,000,000","$685,780","$685,780"
1020,"Sep 16, 2016",31,"$1,500,000","$779,820","$922,727"
1021,"Sep 21, 2016",Miss Peregrine’s Home for Peculiar Children,"$110,000,000","$87,242,834","$295,986,876"
1022,"Sep 22, 2016",Storks,"$70,000,000","$72,679,278","$183,353,431"
1023,"Sep 23, 2016",USS Indianapolis: Men of Courage,"$40,000,000",$0,"$1,663,785"
1024,"Sep 23, 2016",Masterminds,"$25,000,000","$17,356,894","$30,850,666"
1025,"Sep 23, 2016",Queen of Katwe,"$15,000,000","$8,874,389","$10,055,481"
1026,"Sep 23, 2016",The Girl with all the Gifts,"$5,250,000",$0,"$4,801,837"
1027,"Sep 29, 2016",Deepwater Horizon,"$156,000,000","$61,433,527","$122,359,309"
1028,"Sep 30, 2016",Denial,"$10,000,000","$4,073,448","$9,263,940"
1029,"Sep 30, 2016",American Honey,"$3,500,000","$663,247","$2,611,750"
1030,"Sep 30, 2016",Ostatnia Rodzina,"$1,200,000",$0,"$2,683,618"
1031,"Oct 5, 2016",Inferno,"$75,000,000","$34,343,574","$219,519,367"
1032,"Oct 5, 2016",The Girl on the Train,"$45,000,000","$75,395,035","$174,278,214"
1033,"Oct 7, 2016",A Monster Calls,"$43,000,000","$3,740,823","$46,414,530"
1034,"Oct 7, 2016",The Birth of a Nation,"$10,000,000","$15,861,566","$16,891,011"
1035,"Oct 7, 2016",Middle School: The Worst Years of My Life,"$8,500,000","$20,007,149","$23,311,293"
1036,"Oct 11, 2016",The Accountant,"$40,000,000","$86,260,045","$152,962,083"
1037,"Oct 12, 2016",Trolls,"$125,000,000","$153,856,089","$342,831,709"
1038,"Oct 14, 2016",Kevin Hart: What Now?,"$10,000,000","$23,591,043","$23,591,043"
1039,"Oct 14, 2016",Max Steel,"$10,000,000","$3,818,664","$4,563,080"
1040,"Oct 16, 2016",Mi America,"$2,100,000","$3,330","$3,330"
1041,"Oct 20, 2016",Jack Reacher: Never Go Back,"$60,000,000","$58,697,076","$159,946,489"
1042,"Oct 20, 2016",Keeping Up with the Joneses,"$40,000,000","$14,904,426","$28,804,426"
1043,"Oct 20, 2016",Ouija: Origin of Evil,"$9,000,000","$35,144,505","$81,831,866"
1044,"Oct 21, 2016",Tyler Perry’s Boo! A Madea Halloween,"$20,000,000","$73,206,343","$73,206,343"
1045,"Oct 21, 2016",Moonlight,"$1,500,000","$27,854,931","$64,895,106"
1046,"Oct 21, 2016",I’m Not Ashamed,"$1,500,000","$2,082,980","$2,082,980"
1047,"Oct 24, 2016",Doctor Strange,"$165,000,000","$232,641,920","$676,343,174"
1048,"Oct 28, 2016",Ethel & Ernest,"$10,000,000",$0,"$200,447"
1049,"Oct 28, 2016",Burn Burn Burn,"$1,000,000",$0,"$19,923"
1050,"Nov 1, 2016",La Folle Histoire De Max Et Léon,"$12,500,000",$0,"$8,912,003"
1051,"Nov 3, 2016",Hacksaw Ridge,"$40,000,000","$67,209,615","$169,023,926"
1052,"Nov 4, 2016",Nocturnal Animals,"$22,500,000","$10,663,357","$32,398,681"
1053,"Nov 4, 2016",Loving,"$9,000,000","$7,710,234","$12,898,064"
1054,"Nov 4, 2016",A Street Cat Named Bob,"$8,000,000","$82,703","$17,368,520"
1055,"Nov 4, 2016",Stagecoach: The Texas Jack Story,"$2,000,000",$0,$0
1056,"Nov 8, 2016",Fire Song,"$250,000",$0,$0
1057,"Nov 9, 2016",Arrival,"$47,000,000","$100,546,139","$202,241,353"
1058,"Nov 9, 2016",Billy Lynn’s Long Halftime Walk,"$40,000,000","$1,738,477","$30,230,402"
1059,"Nov 11, 2016",The History of Love,"$20,000,000",$0,"$476,624"
1060,"Nov 11, 2016",Almost Christmas,"$17,000,000","$42,065,185","$42,493,506"
1061,"Nov 11, 2016",Kono sekai no katasumi ni,"$3,750,000",$0,"$19,794,935"
1062,"Nov 11, 2016",The Monster,"$2,700,000","$12,544","$86,288"
1063,"Nov 14, 2016",Fantastic Beasts and Where to Find Them,"$180,000,000","$234,037,575","$811,724,385"
1064,"Nov 17, 2016",Manchester by the Sea,"$8,500,000","$47,695,371","$77,733,867"
1065,"Nov 18, 2016",Bleed for This,"$16,000,000","$5,083,906","$7,171,320"
1066,"Nov 18, 2016",The Edge of Seventeen,"$9,000,000","$14,431,633","$19,096,003"
1067,"Nov 18, 2016",Polina danser sa vie,"$4,000,000","$165,203","$953,314"
1068,"Nov 19, 2016",Personal Shopper,"$6,400,000","$1,305,195","$3,804,977"
1069,"Nov 20, 2016",Allied,"$106,000,000","$40,098,064","$119,266,661"
1070,"Nov 23, 2016",Rules Don’t Apply,"$26,700,000","$3,652,206","$3,871,448"
1071,"Nov 23, 2016",Bad Santa 2,"$26,000,000","$17,782,176","$23,345,113"
1072,"Nov 24, 2016",Sing,"$75,000,000","$270,329,045","$631,064,182"
1073,"Nov 25, 2016",Underworld: Blood Wars,"$35,000,000","$30,353,973","$81,209,222"
1074,"Nov 25, 2016",Miss Sloane,"$18,000,000","$3,500,605","$7,768,259"
1075,"Nov 25, 2016",The Founder,"$15,000,000","$12,786,053","$24,403,192"
1076,"Nov 25, 2016",Lion,"$12,000,000","$51,739,495","$149,117,900"
1077,"Nov 25, 2016",Paterson,"$5,000,000","$2,141,423","$10,727,536"
1078,"Nov 30, 2016",La La Land,"$30,000,000","$151,101,803","$433,850,071"
1079,"Dec 2, 2016",Jackie,"$9,000,000","$13,960,394","$36,588,512"
1080,"Dec 2, 2016",Incarnate,"$5,000,000","$4,799,774","$9,371,036"
1081,"Dec 2, 2016",Believe,"$3,500,000","$890,303","$890,303"
1082,"Dec 2, 2016",The Eyes of My Mother,"$300,000","$27,099","$48,539"
1083,"Dec 8, 2016",Office Christmas Party,"$45,000,000","$54,767,494","$115,097,874"
1084,"Dec 9, 2016",The Bounce Back,"$3,000,000","$321,910","$421,404"
1085,"Dec 14, 2016",Rogue One: A Star Wars Story,"$200,000,000","$533,539,991","$1,055,083,596"
1086,"Dec 15, 2016",The Great Wall,"$150,000,000","$45,157,105","$334,486,852"
1087,"Dec 16, 2016",Collateral Beauty,"$36,000,000","$31,016,021","$85,309,093"
1088,"Dec 16, 2016",Ballerina,"$30,000,000","$21,858,070","$96,589,789"
1089,"Dec 16, 2016",Fences,"$24,000,000","$57,682,904","$64,282,881"
1090,"Dec 21, 2016",Assassin’s Creed,"$125,000,000","$54,647,948","$240,759,682"
1091,"Dec 21, 2016",Passengers,"$110,000,000","$100,014,699","$302,239,672"
1092,"Dec 21, 2016",Patriots Day,"$40,000,000","$31,886,361","$52,837,989"
1093,"Dec 21, 2016",Why Him?,"$38,000,000","$60,323,786","$117,425,156"
1094,"Dec 21, 2016",Dangal,"$9,500,000","$12,391,761","$305,149,461"
1095,"Dec 23, 2016",Silence,"$46,500,000","$7,100,177","$23,726,626"
1096,"Dec 23, 2016",Resident Evil: The Final Chapter,"$40,000,000","$26,844,692","$314,101,190"
1097,"Dec 25, 2016",Live by Night,"$65,000,000","$10,378,555","$21,774,432"
1098,"Dec 25, 2016",Hidden Figures,"$25,000,000","$169,607,287","$229,664,524"
1099,"Dec 25, 2016",20th Century Women,"$7,000,000","$5,664,763","$9,353,729"
1100,"Dec 29, 2016",Monster Trucks,"$125,000,000","$33,370,166","$61,642,798"
1101,"Jan 3, 2017",Fugly!,"$4,500,000",$0,$0
1102,"Jan 4, 2017",The Space Between Us,"$30,000,000","$7,885,294","$16,481,405"
1103,"Jan 11, 2017",Sleepless,"$30,000,000","$20,783,704","$33,296,659"
1104,"Jan 13, 2017",The Bye Bye Man,"$7,400,000","$22,395,806","$31,187,727"
1105,"Jan 18, 2017",Split,"$9,000,000","$138,141,585","$278,754,594"
1106,"Jan 19, 2017",xXx: Return of Xander Cage,"$85,000,000","$44,898,413","$345,033,359"
1107,"Jan 20, 2017",A Dog’s Purpose,"$25,000,000","$64,321,890","$203,055,427"
1108,"Jan 20, 2017",Un sac de billes,"$20,000,000","$409,862","$14,362,043"
1109,"Jan 20, 2017",The Resurrection of Gavin Stone,"$2,000,000","$2,303,792","$2,303,792"
1110,"Jan 26, 2017",Prityazhenie,"$6,000,000",$0,"$19,594,567"
1111,"Jan 27, 2017",T2: Trainspotting,"$18,000,000","$2,402,004","$42,130,116"
1112,"Jan 27, 2017",Sztuka kochania. Historia Michaliny Wislockiej,"$1,300,000",$0,"$9,261,982"
1113,"Jan 27, 2017",Emily,"$27,000","$3,547","$3,547"
1114,"Jan 31, 2017",Two Lovers and a Bear,"$6,840,000",$0,"$22,273"
1115,"Feb 2, 2017",The Lego Batman Movie,"$80,000,000","$175,750,384","$310,563,096"
1116,"Feb 3, 2017",Rings,"$25,000,000","$27,793,018","$82,917,283"
1117,"Feb 3, 2017",The Comedian,"$15,000,000","$1,658,706","$1,658,706"
1118,"Feb 3, 2017",Growing up Smith,"$2,000,000","$35,312","$35,312"
1119,"Feb 3, 2017",I Am Not Your Negro,"$1,000,000","$7,123,919","$9,617,402"
1120,"Feb 8, 2017",Fifty Shades Darker,"$55,000,000","$114,434,010","$381,367,046"
1121,"Feb 9, 2017",John Wick: Chapter Two,"$40,000,000","$92,029,184","$171,539,887"
1122,"Feb 17, 2017",Fist Fight,"$25,000,000","$32,187,017","$40,286,416"
1123,"Feb 17, 2017",In Dubious Battle,"$15,000,000",$0,"$214,182"
1124,"Feb 23, 2017",Kong: Skull Island,"$185,000,000","$168,052,812","$561,072,059"
1125,"Feb 23, 2017",Logan,"$127,000,000","$226,277,068","$614,202,315"
1126,"Feb 24, 2017",Bitter Harvest,"$21,000,000","$557,241","$606,162"
1127,"Feb 24, 2017",Get Out,"$5,000,000","$175,837,935","$252,297,405"
1128,"Mar 3, 2017",The Shack,"$20,000,000","$57,386,418","$96,860,808"
1129,"Mar 3, 2017",Before I Fall,"$5,000,000","$12,241,072","$18,945,682"
1130,"Mar 3, 2017",Table 19,"$5,000,000","$3,614,896","$4,620,399"
1131,"Mar 15, 2017",The Lost City of Z,"$30,000,000","$8,574,339","$19,358,084"
1132,"Mar 16, 2017",Beauty and the Beast,"$160,000,000","$504,014,165","$1,268,697,483"
1133,"Mar 17, 2017",The Boss Baby,"$125,000,000","$175,003,033","$527,909,949"
1134,"Mar 17, 2017",The Belko Experiment,"$5,000,000","$10,166,820","$11,792,942"
1135,"Mar 22, 2017",Life,"$58,000,000","$30,234,022","$101,815,660"
1136,"Mar 23, 2017",Ghost in the Shell,"$110,000,000","$40,563,557","$167,910,690"
1137,"Mar 23, 2017",CHiPS,"$25,000,000","$18,600,152","$23,190,292"
1138,"Mar 24, 2017",Power Rangers,"$120,000,000","$85,364,450","$142,531,552"
1139,"Mar 24, 2017",Smurfs: The Lost Village,"$60,000,000","$45,020,282","$197,578,586"
1140,"Mar 24, 2017",The Zookeeper’s Wife,"$20,000,000","$17,445,186","$26,308,749"
1141,"Mar 30, 2017",Churchill,"$10,000,000","$1,279,681","$7,582,196"
1142,"Mar 31, 2017",Free Fire,"$10,000,000","$1,799,322","$3,793,739"
1143,"Apr 5, 2017",Going in Style,"$24,000,000","$45,018,541","$80,812,424"
1144,"Apr 7, 2017",The Fate of the Furious,"$250,000,000","$225,764,765","$1,235,534,014"
1145,"Apr 7, 2017",Gifted,"$7,000,000","$24,801,212","$36,964,656"
1146,"Apr 7, 2017",The Case for Christ,"$3,000,000","$14,678,714","$17,966,760"
1147,"Apr 13, 2017",Lady Macbeth,"$650,000","$1,129,408","$6,477,294"
1148,"Apr 21, 2017",The Promise,"$90,000,000","$8,224,288","$10,551,417"
1149,"Apr 21, 2017",Berlin Syndrome,"$5,500,000","$28,660","$788,191"
1150,"Apr 21, 2017",Phoenix Forgotten,"$2,800,000","$3,600,146","$3,697,729"
1151,"Apr 24, 2017",Jìyì dàshī,"$20,000,000","$587,470","$43,888,531"
1152,"Apr 27, 2017",Chāi dàn zhuānjiā,"$23,000,000",$0,"$58,807,172"
1153,"Apr 28, 2017",Guardians of the Galaxy Vol 2,"$200,000,000","$389,813,101","$869,087,963"
1154,"Apr 28, 2017",Baahubali 2: The Conclusion,"$30,000,000","$18,985,794","$263,502,914"
1155,"Apr 28, 2017",The Circle,"$18,000,000","$20,497,844","$45,497,689"
1156,"Apr 28, 2017",How to Be a Latin Lover,"$10,000,000","$32,149,404","$62,556,228"
1157,"Apr 28, 2017",Lowriders,"$916,000","$6,179,955","$6,188,421"
1158,"Apr 28, 2017",Sleight,"$250,000","$3,930,990","$3,934,450"
1159,"May 4, 2017",Alien: Covenant,"$97,000,000","$74,262,031","$238,521,247"
1160,"May 11, 2017",King Arthur: Legend of the Sword,"$175,000,000","$39,175,066","$139,630,336"
1161,"May 12, 2017",Snatched,"$42,000,000","$45,852,178","$60,129,558"
1162,"May 12, 2017",Message from the King,"$10,000,000",$0,"$391,845"
1163,"May 12, 2017",The Wall,"$3,000,000","$1,803,064","$4,495,262"
1164,"May 19, 2017",Diary of a Wimpy Kid: The Long Haul,"$22,000,000","$20,738,724","$35,609,577"
1165,"May 19, 2017","Everything, Everything","$10,000,000","$34,121,140","$61,603,136"
1166,"May 19, 2017",Abacus: Small Enough to Jail,"$650,000","$113,279","$113,279"
1167,"May 23, 2017",Pirates of the Caribbean: Dead Men Tell No Tales,"$230,000,000","$172,558,876","$794,861,794"
1168,"May 23, 2017",Family Mission: The T.J. Lobraico Story,"$200,000",$0,$0
1169,"May 25, 2017",Baywatch,"$60,000,000","$58,060,186","$175,863,783"
1170,"May 26, 2017",Bilal: A New Breed of Hero,"$30,000,000","$490,973","$648,599"
1171,"May 26, 2017",47 Meters Down,"$5,300,000","$44,307,193","$62,633,705"
1172,"May 29, 2017",Wonder Woman,"$150,000,000","$412,563,408","$817,691,766"
1173,"Jun 2, 2017",The Mummy,"$195,000,000","$80,101,125","$409,953,905"
1174,"Jun 2, 2017",Captain Underpants: The First Epic Movie,"$38,000,000","$73,921,000","$126,422,949"
1175,"Jun 9, 2017",It Comes at Night,"$5,000,000","$13,985,117","$19,720,203"
1176,"Jun 14, 2017",Despicable Me 3,"$75,000,000","$264,624,300","$1,032,809,657"
1177,"Jun 14, 2017",Rough Night,"$20,000,000","$22,105,643","$46,844,357"
1178,"Jun 16, 2017",Cars 3,"$175,000,000","$152,901,115","$383,541,369"
1179,"Jun 16, 2017",Overdrive,"$30,000,000",$0,"$11,247,280"
1180,"Jun 16, 2017",Wind River,"$11,000,000","$33,800,859","$44,984,979"
1181,"Jun 16, 2017",The Book of Henry,"$10,000,000","$4,288,104","$4,797,845"
1182,"Jun 16, 2017",Arrowhead,"$180,000",$0,$0
1183,"Jun 20, 2017",Transformers: The Last Knight,"$217,000,000","$130,168,683","$602,893,340"
1184,"Jun 23, 2017",The Beguiled,"$10,000,000","$10,576,669","$28,039,038"
1185,"Jun 23, 2017",The Big Sick,"$5,000,000","$42,872,467","$56,868,677"
1186,"Jun 23, 2017",Estiu 1993,"$1,100,000","$185,903","$2,751,844"
1187,"Jun 28, 2017",Baby Driver,"$34,000,000","$107,825,862","$226,977,991"
1188,"Jun 30, 2017",The House,"$40,000,000","$25,584,504","$31,192,425"
1189,"Jun 30, 2017",Visages villages,"$1,000,000","$952,432","$4,013,278"
1190,"Jul 5, 2017",Spider-Man: Homecoming,"$175,000,000","$334,201,140","$878,271,291"
1191,"Jul 7, 2017",A Ghost Story,"$100,000","$1,594,798","$2,769,782"
1192,"Jul 12, 2017",Loving Vincent,"$5,500,000","$6,735,118","$44,058,550"
1193,"Jul 14, 2017",War for the Planet of the Apes,"$152,000,000","$146,880,162","$489,592,267"
1194,"Jul 14, 2017",Wish Upon,"$12,000,000","$14,301,505","$23,477,345"
1195,"Jul 18, 2017",Dunkirk,"$150,000,000","$190,068,280","$512,390,011"
1196,"Jul 20, 2017",Valerian and the City of a Thousand Planets,"$180,000,000","$40,479,370","$215,098,356"
1197,"Jul 20, 2017",Girls Trip,"$28,000,000","$115,108,515","$140,886,353"
1198,"Jul 26, 2017",The Emoji Movie,"$50,000,000","$86,089,513","$216,564,839"
1199,"Jul 27, 2017",Atomic Blonde,"$30,000,000","$51,573,925","$98,345,423"
1200,"Jul 28, 2017",Detroit,"$40,000,000","$16,790,139","$26,033,563"
1201,"Jul 28, 2017",An Inconvenient Sequel,"$1,000,000","$3,496,795","$5,839,322"
1202,"Aug 2, 2017",The Dark Tower,"$66,000,000","$50,701,325","$113,461,527"
1203,"Aug 2, 2017",Annabelle: Creation,"$15,000,000","$102,092,201","$305,384,865"
1204,"Aug 4, 2017",Kidnap,"$21,000,000","$30,718,107","$34,836,080"
1205,"Aug 4, 2017",Columbus,"$700,000","$1,017,107","$1,110,511"
1206,"Aug 11, 2017",The Nut Job 2: Nutty by Nature,"$40,000,000","$28,370,522","$57,424,952"
1207,"Aug 14, 2017",Twenty-Two,"$425,000","$22,222","$25,733,825"
1208,"Aug 16, 2017",Sha Po Lang: Tan Lang,"$14,500,000",$0,"$79,226,860"
1209,"Aug 18, 2017",The Hitman’s Bodyguard,"$30,000,000","$75,468,583","$183,415,183"
1210,"Aug 18, 2017",Happy Family,"$30,000,000",$0,"$30,809,023"
1211,"Aug 18, 2017",Logan Lucky,"$29,000,000","$27,778,642","$49,046,121"
1212,"Aug 18, 2017",Patti Cake$,"$1,000,000","$800,148","$1,471,090"
1213,"Aug 23, 2017",American Made,"$50,000,000","$51,342,000","$135,569,212"
1214,"Aug 23, 2017",All Saints,"$2,000,000","$5,802,208","$5,946,780"
1215,"Aug 25, 2017",Death Note,"$40,000,000",$0,$0
1216,"Aug 25, 2017",Birth of the Dragon,"$31,000,000","$6,901,965","$7,220,490"
1217,"Aug 25, 2017",Tulip Fever,"$25,000,000","$2,455,635","$6,792,768"
1218,"Aug 31, 2017",It,"$35,000,000","$328,828,874","$701,012,746"
1219,"Sep 1, 2017",Renegades,"$77,500,000",$0,"$1,521,672"
1220,"Sep 1, 2017",Little Evil,"$7,500,000",$0,$0
1221,"Sep 1, 2017",Sky Sharks,"$2,500,000",$0,$0
1222,"Sep 8, 2017",Home Again,"$15,000,000","$27,020,284","$37,336,874"
1223,"Sep 13, 2017",Victoria and Abdul,"$21,000,000","$22,245,070","$68,271,146"
1224,"Sep 14, 2017",American Assassin,"$63,000,000","$36,249,674","$68,310,140"
1225,"Sep 15, 2017",The Lego Ninjago Movie,"$70,000,000","$59,281,555","$122,737,201"
1226,"Sep 15, 2017",mother!,"$30,000,000","$17,800,004","$44,516,999"
1227,"Sep 19, 2017",Kingsman: The Golden Circle,"$104,000,000","$100,234,838","$408,803,696"
1228,"Sep 22, 2017",Stronger,"$30,000,000","$4,211,129","$8,786,287"
1229,"Sep 22, 2017",Battle of the Sexes,"$25,000,000","$12,638,526","$18,445,379"
1230,"Sep 22, 2017",Borg vs McEnroe,"$7,500,000","$231,346","$8,824,873"
1231,"Sep 27, 2017",Flatliners,"$20,000,000","$16,883,115","$45,173,738"
1232,"Sep 29, 2017",Blade Runner 2049,"$185,000,000","$92,054,159","$257,808,759"
1233,"Sep 29, 2017",The Foreigner,"$35,000,000","$34,393,507","$145,374,099"
1234,"Oct 5, 2017",My Little Pony: The Movie,"$6,500,000","$21,885,107","$61,294,644"
1235,"Oct 6, 2017",Brawl in Cell Block 99,"$4,000,000",$0,"$79,208"
1236,"Oct 6, 2017",The Florida Project,"$2,000,000","$5,904,366","$11,275,645"
1237,"Oct 11, 2017",The Snowman,"$35,000,000","$6,670,765","$43,164,679"
1238,"Oct 11, 2017",Happy Death Day,"$5,000,000","$55,683,845","$125,010,260"
1239,"Oct 13, 2017",Geostorm,"$100,000,000","$33,700,160","$220,796,009"
1240,"Oct 13, 2017",Marshall,"$12,000,000","$10,051,659","$10,116,816"
1241,"Oct 13, 2017",Sweet Country,"$4,000,000","$85,556","$2,291,545"
1242,"Oct 17, 2017",Wonder,"$20,000,000","$132,422,809","$310,824,596"
1243,"Oct 20, 2017",Only the Brave,"$38,000,000","$18,340,051","$24,555,177"
1244,"Oct 20, 2017",Tyler Perry’s Boo 2! A Madea Halloween,"$20,000,000","$47,319,572","$47,879,572"
1245,"Oct 20, 2017",Posledniy bogatyr,"$8,500,000",$0,"$30,723,013"
1246,"Oct 20, 2017",Same Kind of Different as Me,"$6,500,000","$6,423,605","$6,468,664"
1247,"Oct 20, 2017",Wheelman,"$5,000,000",$0,$0
1248,"Oct 25, 2017",Thor: Ragnarok,"$180,000,000","$315,058,289","$850,482,778"
1249,"Oct 27, 2017",Coco,"$175,000,000","$210,460,015","$796,514,370"
1250,"Oct 27, 2017",Suburbicon,"$25,000,000","$5,775,178","$15,521,619"
1251,"Oct 27, 2017",Thank You for Your Service,"$20,000,000","$9,479,390","$9,985,316"
1252,"Oct 27, 2017",Beyond Skyline,"$20,000,000",$0,"$1,012,368"
1253,"Oct 27, 2017",Jigsaw,"$10,000,000","$38,052,832","$104,223,315"
1254,"Oct 27, 2017",Épouse-moi mon pote,"$6,000,000",$0,"$22,367,263"
1255,"Oct 27, 2017",Call Me by Your Name,"$3,500,000","$18,065,180","$41,509,769"
1256,"Oct 27, 2017",Let There Be Light,"$3,000,000","$7,233,471","$7,241,309"
1257,"Nov 1, 2017",A Bad Moms Christmas,"$28,000,000","$72,110,659","$127,710,550"
1258,"Nov 3, 2017",Murder on the Orient Express,"$55,000,000","$102,826,543","$351,767,147"
1259,"Nov 3, 2017",LBJ,"$20,000,000","$2,468,683","$2,507,181"
1260,"Nov 3, 2017",Lady Bird,"$10,000,000","$48,958,273","$80,120,944"
1261,"Nov 6, 2017",Gatwick Gangsters,"$16,066,830",$0,$0
1262,"Nov 10, 2017",Daddy’s Home 2,"$70,000,000","$104,029,443","$175,807,183"
1263,"Nov 10, 2017","Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$161,158,351"
1264,"Nov 13, 2017",Justice League,"$300,000,000","$229,024,295","$655,945,209"
1265,"Nov 15, 2017",The Star,"$20,000,000","$40,847,995","$62,606,549"
1266,"Nov 17, 2017","Roman J. Israel, Esq.","$22,000,000","$11,962,712","$12,967,012"
1267,"Nov 17, 2017",Mudbound,"$10,000,000",$0,"$53,559"
1268,"Nov 22, 2017",Darkest Hour,"$30,000,000","$56,443,120","$150,807,630"
1269,"Dec 1, 2017",The Shape of Water,"$19,500,000","$63,859,435","$195,790,794"
1270,"Dec 1, 2017",The Disaster Artist,"$10,000,000","$21,120,616","$28,717,667"
1271,"Dec 1, 2017",Daisy Winters,"$4,500,000",$0,$0
1272,"Dec 1, 2017",Perfectos Desconocidos,"$4,000,000",$0,"$31,166,312"
1273,"Dec 8, 2017",Ferdinand,"$111,000,000","$84,410,380","$307,491,645"
1274,"Dec 8, 2017",Just Getting Started,"$22,000,000","$6,069,605","$6,756,412"
1275,"Dec 8, 2017","I, Tonya","$11,000,000","$30,014,534","$53,797,409"
1276,"Dec 8, 2017",Les gardiennes,"$10,500,000","$177,331","$4,942,337"
1277,"Dec 11, 2017",The Greatest Showman,"$84,000,000","$174,340,174","$429,054,204"
1278,"Dec 13, 2017",Star Wars Ep. VIII: The Last Jedi,"$262,000,000","$620,181,382","$1,331,635,141"
1279,"Dec 13, 2017",Bright,"$90,000,000",$0,$0
1280,"Dec 20, 2017",Jumanji: Welcome to the Jungle,"$90,000,000","$404,508,916","$961,632,807"
1281,"Dec 21, 2017",Pitch Perfect 3,"$45,000,000","$104,897,530","$185,736,412"
1282,"Dec 22, 2017",Downsizing,"$68,000,000","$24,449,754","$54,462,971"
1283,"Dec 22, 2017",The Post,"$50,000,000","$81,903,458","$179,769,457"
1284,"Dec 22, 2017",Hostiles,"$50,000,000","$29,819,114","$36,976,336"
1285,"Dec 22, 2017",Molly’s Game,"$30,000,000","$28,780,744","$53,296,424"
1286,"Dec 22, 2017",Father Figures,"$25,000,000","$17,501,244","$21,038,441"
1287,"Dec 25, 2017",All the Money in the World,"$50,000,000","$25,106,325","$56,890,649"
1288,"Dec 25, 2017",Phantom Thread,"$35,000,000","$21,198,205","$47,505,098"
1289,"Dec 28, 2017",Dvizhenie Vverkh,"$7,800,000",$0,"$61,925,449"
1290,"Jan 3, 2018",Insidious: The Last Key,"$10,000,000","$67,745,330","$172,811,971"
1291,"Jan 10, 2018",Proud Mary,"$30,000,000","$20,868,638","$21,709,539"
1292,"Jan 11, 2018",The Commuter,"$40,000,000","$36,343,858","$118,509,836"
1293,"Jan 16, 2018",12 Strong,"$35,000,000","$45,819,713","$71,118,378"
1294,"Jan 17, 2018",Maze Runner: The Death Cure,"$61,000,000","$58,032,443","$265,878,536"
1295,"Jan 18, 2018",Backstabbing For Beginners,"$8,000,000",$0,"$343,773"
1296,"Jan 19, 2018",Den of Thieves,"$30,000,000","$44,947,622","$80,147,166"
1297,"Jan 19, 2018",Step Sisters,"$10,000,000",$0,$0
1298,"Jan 19, 2018",Forever My Girl,"$3,500,000","$16,376,066","$16,376,066"
1299,"Jan 26, 2018",Early Man,"$50,000,000","$8,267,544","$45,285,890"
1300,"Jan 26, 2018",La douleur,"$7,600,000","$103,770","$3,396,089"
1301,"Feb 2, 2018",Winchester,"$3,500,000","$25,091,816","$45,960,255"
1302,"Feb 2, 2018",El Cuaderno de Sara,"$1,000,000",$0,"$6,298,717"
1303,"Feb 6, 2018",Blood Feast,"$1,200,000","$8,708","$8,708"
1304,"Feb 7, 2018",Fifty Shades Freed,"$55,000,000","$100,407,760","$371,985,018"
1305,"Feb 8, 2018",Peter Rabbit,"$50,000,000","$115,234,093","$346,727,372"
1306,"Feb 9, 2018",The 15:17 to Paris,"$30,000,000","$36,276,286","$56,096,200"
1307,"Feb 13, 2018",Black Panther,"$200,000,000","$700,059,566","$1,336,494,320"
1308,"Feb 16, 2018",Irreplaceable You,"$10,000,000",$0,$0
1309,"Feb 23, 2018",Annihilation,"$55,000,000","$32,732,301","$43,070,915"
